组播测试,#genre#
浙江卫视,http://121.24.98.224:8090/hls/79/index.m3u8
海南旅游,http://121.24.98.224:8090/hls/80/index.m3u8
安徽卫视,http://121.24.98.224:8090/hls/81/index.m3u8
广东卫视,http://121.24.98.224:8090/hls/82/index.m3u8
卡酷动画,http://121.24.98.224:8090/hls/83/index.m3u8
深圳卫视,http://121.24.98.224:8090/hls/84/index.m3u8
广西卫视,http://121.24.98.224:8090/hls/85/index.m3u8
陕西卫视,http://121.24.98.224:8090/hls/86/index.m3u8
邯郸新闻频道,http://121.24.98.224:8090/hls/87/index.m3u8
邯郸公共,http://121.24.98.224:8090/hls/88/index.m3u8
邯郸科教,http://121.24.98.224:8090/hls/89/index.m3u8
动作电影,http://121.24.98.224:8090/hls/98/index.m3u8
CCTV-5+,http://121.24.98.224:8090/hls/5/index.m3u8
相声小品,http://121.24.98.224:8090/hls/101/index.m3u8
魅力时尚,http://121.24.98.224:8090/hls/102/index.m3u8
经典电影,http://121.24.98.224:8090/hls/103/index.m3u8
热播剧场,http://121.24.98.224:8090/hls/104/index.m3u8
少儿动画,http://121.24.98.224:8090/hls/105/index.m3u8
野外,http://121.24.98.224:8090/hls/106/index.m3u8
谍战剧场,http://121.24.98.224:8090/hls/107/index.m3u8
纪实人文,http://121.24.98.224:8090/hls/108/index.m3u8
测试-1,http://121.24.98.224:8090/hls/109/index.m3u8
测试-2,http://121.24.98.224:8090/hls/110/index.m3u8
测试-3,http://121.24.98.224:8090/hls/111/index.m3u8
河北农民(高清),http://123.183.78.189:808/hls/22/index.m3u8
河北公共(高清),http://123.183.78.189:808/hls/21/index.m3u8
河北少儿科教(高清),http://123.183.78.189:808/hls/20/index.m3u8
河北影视(高清),http://123.183.78.189:808/hls/19/index.m3u8
河北都市(高清),http://123.183.78.189:808/hls/18/index.m3u8
河北经济(高清),http://123.183.78.189:808/hls/17/index.m3u8
CCTV-1(高清),http://123.183.78.189:808/hls/1/index.m3u8
CCTV-2(高清),http://123.183.78.189:808/hls/2/index.m3u8
CCTV-3(高清),http://123.183.78.189:808/hls/75/index.m3u8
CCTV-4(高清),http://123.183.78.189:808/hls/4/index.m3u8
CCTV-5(高清),http://123.183.78.189:808/hls/78/index.m3u8
CCTV-6(高清),http://123.183.78.189:808/hls/76/index.m3u8
CCTV-7(高清),http://123.183.78.189:808/hls/7/index.m3u8
CCTV-8(高清),http://123.183.78.189:808/hls/77/index.m3u8
CCTV-9(高清),http://123.183.78.189:808/hls/9/index.m3u8
CCTV-10(高清),http://123.183.78.189:808/hls/10/index.m3u8
CCTV-11(高清),http://123.183.78.189:808/hls/11/index.m3u8
CCTV-12(高清),http://123.183.78.189:808/hls/12/index.m3u8
CCTV-13(高清),http://123.183.78.189:808/hls/13/index.m3u8
CCTV-14(高清),http://123.183.78.189:808/hls/14/index.m3u8
CCTV-15(高清),http://123.183.78.189:808/hls/15/index.m3u8
CCTV-16(测试),http://123.183.78.189:808/hls/666/index.m3u8
CCTV-17(高清),http://123.183.78.189:808/hls/93/index.m3u8
保定新闻综合(高清),http://123.183.78.189:808/hls/73/index.m3u8
保定公共频道,http://123.183.78.189:808/hls/113/index.m3u8
安新电视,http://123.183.78.189:808/hls/65/index.m3u8
石家庄新闻综合(高清),http://123.183.78.189:808/hls/23/index.m3u8
石家庄娱乐,http://123.183.78.189:808/hls/24/index.m3u8
石家庄生活,http://123.183.78.189:808/hls/25/index.m3u8
石家庄都市,http://123.183.78.189:808/hls/26/index.m3u8
湖南卫视(高清),http://123.183.78.189:808/hls/27/index.m3u8
浙江卫视(高清),http://123.183.78.189:808/hls/28/index.m3u8
江苏卫视(高清),http://123.183.78.189:808/hls/29/index.m3u8
安徽卫视(高清),http://123.183.78.189:808/hls/30/index.m3u8
北京卫视(高清),http://123.183.78.189:808/hls/31/index.m3u8
北京纪实(高清),http://123.183.78.189:808/hls/86/index.m3u8
天津卫视(高清),http://123.183.78.189:808/hls/32/index.m3u8
辽宁卫视(高清),http://123.183.78.189:808/hls/33/index.m3u8
山东卫视(高清),http://123.183.78.189:808/hls/34/index.m3u8
云南卫视,http://123.183.78.189:808/hls/35/index.m3u8
河南卫视(高清),http://123.183.78.189:808/hls/36/index.m3u8
四川卫视,http://123.183.78.189:808/hls/37/index.m3u8
江西卫视(高清),http://123.183.78.189:808/hls/38/index.m3u8
贵州卫视(高清),http://123.183.78.189:808/hls/39/index.m3u8
深圳卫视(高清),http://123.183.78.189:808/hls/40/index.m3u8
湖北卫视(高清),http://123.183.78.189:808/hls/41/index.m3u8
东方卫视(高清),http://123.183.78.189:808/hls/42/index.m3u8
重庆卫视(高清),http://123.183.78.189:808/hls/43/index.m3u8
东南卫视(高清),http://123.183.78.189:808/hls/44/index.m3u8
广东卫视(高清),http://123.183.78.189:808/hls/45/index.m3u8
广西卫视(高清),http://123.183.78.189:808/hls/46/index.m3u8
吉林卫视(高清),http://123.183.78.189:808/hls/47/index.m3u8
黑龙江卫视(高清),http://123.183.78.189:808/hls/79/index.m3u8
陕西卫视,http://123.183.78.189:808/hls/48/index.m3u8
山西卫视,http://123.183.78.189:808/hls/49/index.m3u8
内蒙古卫视,http://123.183.78.189:808/hls/50/index.m3u8
青海卫视,http://123.183.78.189:808/hls/51/index.m3u8
宁夏卫视,http://123.183.78.189:808/hls/53/index.m3u8
西藏卫视,http://123.183.78.189:808/hls/54/index.m3u8
新疆卫视,http://123.183.78.189:808/hls/55/index.m3u8
甘肃卫视,http://123.183.78.189:808/hls/56/index.m3u8
卡酷动画,http://123.183.78.189:808/hls/57/index.m3u8
金鹰卡通(高清),http://123.183.78.189:808/hls/58/index.m3u8
金鹰纪实(高清),http://123.183.78.189:808/hls/87/index.m3u8
CCTV-5+(高清),http://123.183.78.189:808/hls/61/index.m3u8
CETV-1(高清),http://123.183.78.189:808/hls/85/index.m3u8
CETV-4,http://123.183.78.189:808/hls/92/index.m3u8
国防军事,http://123.183.78.189:808/hls/88/index.m3u8
梨园频道,http://123.183.78.189:808/hls/89/index.m3u8
test,http://123.183.78.189:808/hls/200/index.m3u8
